3.100000000000000089e+00,1.000000000000000000e+00,1.394942545194549806e-04
3.200000000000000178e+00,1.000000000000000000e+00,3.307462486544913462e-03
3.300000000000000266e+00,1.000000000000000000e+00,2.439673163559185828e-02
3.400000000000000355e+00,1.000000000000000000e+00,9.548421133271507710e-02
3.500000000000000000e+00,1.000000000000000000e+00,2.517721439806100414e-01
3.600000000000000089e+00,1.000000000000000000e+00,5.085123065558381228e-01
3.700000000000000178e+00,1.000000000000000000e+00,8.501273201409711433e-01
3.800000000000000266e+00,1.000000000000000000e+00,1.237775290634369307e+00
3.900000000000000355e+00,1.000000000000000000e+00,1.626210790315474553e+00
4.000000000000000000e+00,1.000000000000000000e+00,1.978467910864343926e+00
4.100000000000000533e+00,1.000000000000000000e+00,2.272823189845976533e+00
4.200000000000000178e+00,1.000000000000000000e+00,2.502563905114448151e+00
4.299999999999999822e+00,1.000000000000000000e+00,2.671801395140732005e+00
4.400000000000000355e+00,1.000000000000000000e+00,2.790438574413204975e+00
4.500000000000000000e+00,1.000000000000000000e+00,2.870104696335374683e+00
4.600000000000000533e+00,1.000000000000000000e+00,2.921625687341336874e+00
4.700000000000000178e+00,1.000000000000000000e+00,2.953856562361971250e+00
4.800000000000000711e+00,1.000000000000000000e+00,2.973433180562389921e+00
4.900000000000000355e+00,1.000000000000000000e+00,2.985013739270949262e+00
5.000000000000000000e+00,1.000000000000000000e+00,2.991703242942028496e+00
5.100000000000000533e+00,1.000000000000000000e+00,2.995485105488909561e+00
5.200000000000000178e+00,1.000000000000000000e+00,2.997581807582503810e+00
5.300000000000000711e+00,1.000000000000000000e+00,2.998723674341307266e+00
5.400000000000000355e+00,1.000000000000000000e+00,2.999335449263756725e+00
5.500000000000000000e+00,1.000000000000000000e+00,2.999658328869812429e+00
5.600000000000000533e+00,1.000000000000000000e+00,2.999826383862748802e+00
5.700000000000000178e+00,1.000000000000000000e+00,2.999912740899968178e+00
5.800000000000000711e+00,1.000000000000000000e+00,2.999956591302337827e+00
5.900000000000000355e+00,1.000000000000000000e+00,2.999978633784373461e+00
6.000000000000000000e+00,1.000000000000000056e-01,2.999989268763305184e+00
6.100000000000000533e+00,1.000000000000000056e-01,2.999869406508418379e+00
6.200000000000000178e+00,1.000000000000000056e-01,2.997020858402189791e+00
6.300000000000000711e+00,1.000000000000000056e-01,2.978041782515138625e+00
6.400000000000000355e+00,1.000000000000000056e-01,2.914063657740429747e+00
6.500000000000000000e+00,1.000000000000000056e-01,2.773404801922594753e+00
6.600000000000000533e+00,1.000000000000000056e-01,2.542338786146253859e+00
6.700000000000000178e+00,1.000000000000000056e-01,2.234885350283930538e+00
6.800000000000000711e+00,1.000000000000000056e-01,1.886002230887143805e+00
6.900000000000000355e+00,1.000000000000000056e-01,1.536410330392940615e+00
7.000000000000000000e+00,1.000000000000000056e-01,1.219378942805681154e+00
7.100000000000000533e+00,1.000000000000000056e-01,9.544591109381125316e-01
7.200000000000000178e+00,1.000000000000000056e-01,7.476923680136533523e-01
7.300000000000000711e+00,1.000000000000000056e-01,5.953785842660422878e-01
7.400000000000000355e+00,1.000000000000000056e-01,4.886051204382892976e-01
7.500000000000000000e+00,1.000000000000000056e-01,4.169056251698088356e-01
7.600000000000000533e+00,1.000000000000000056e-01,3.705367645422331102e-01
7.700000000000000178e+00,1.000000000000000056e-01,3.415290166376367398e-01
7.800000000000000711e+00,1.000000000000000056e-01,3.239100906139569247e-01
7.900000000000000355e+00,1.000000000000000056e-01,3.134876057665666460e-01
8.000000000000000000e+00,5.000000000000000000e-01,3.074671861438437737e-01
8.099999999999999645e+00,5.000000000000000000e-01,3.041190985869015040e-01
8.200000000000001066e+00,5.000000000000000000e-01,3.034992283342026198e-01
8.300000000000000711e+00,5.000000000000000000e-01,3.109072626633554992e-01
8.400000000000000355e+00,5.000000000000000000e-01,3.387916925929616574e-01
8.500000000000000000e+00,5.000000000000000000e-01,4.010163280275448328e-01
8.599999999999999645e+00,5.000000000000000000e-01,5.035611814794108687e-01
8.700000000000001066e+00,5.000000000000000000e-01,6.401294673476399799e-01
8.800000000000000711e+00,5.000000000000000000e-01,7.951491540513486722e-01
8.900000000000000355e+00,5.000000000000000000e-01,9.505034719413062438e-01
9.000000000000000000e+00,5.000000000000000000e-01,1.091396390232472147e+00
9.099999999999999645e+00,5.000000000000000000e-01,1.209133619814017679e+00
9.200000000000001066e+00,5.000000000000000000e-01,1.301027557731652573e+00
9.300000000000000711e+00,5.000000000000000000e-01,1.368721443740502863e+00
9.400000000000000355e+00,5.000000000000000000e-01,1.416175801491462272e+00
9.500000000000000000e+00,5.000000000000000000e-01,1.448042022390600536e+00
9.600000000000001421e+00,5.000000000000000000e-01,1.468650323899668653e+00
9.700000000000001066e+00,5.000000000000000000e-01,1.481542638898095232e+00
9.800000000000000711e+00,5.000000000000000000e-01,1.489373274392012503e+00
9.900000000000000355e+00,5.000000000000000000e-01,1.494005491148898024e+00
1.000000000000000000e+01,5.000000000000000000e-01,1.496681288843753288e+00
